,eigVal,eigVec,Gain,Loss,Coupling bt. bands,Coupling bt. band1 and exciton,Coupling bt. band2 and exciton,Ecm,XC
62,"[1650.98837352+7.10542736e-14j 1529.50581324+7.10926260e+00j
 1529.50581324-7.10926260e+00j]","[[ 0.06560551+0.00527844j  0.91684154+0.j         -0.00208937+0.39441852j]
 [ 0.06560551-0.00527844j -0.00208937-0.39441852j  0.91684154+0.j        ]
 [ 0.99565863+0.j         -0.05818346+0.02111718j -0.05818346-0.02111718j]]",10.37806003689432,5,8,7.5,7.5,1530,1650
63,"[1650.98826941+4.26325641e-14j 1529.5058653 +7.21727896e+00j
 1529.5058653 -7.21727896e+00j]","[[ 0.06559863+0.00531598j  0.91831982+0.j         -0.00208579+0.39096485j]
 [ 0.06559863-0.00531598j -0.00208579-0.39096485j  0.91831982+0.j        ]
 [ 0.99565914+0.j         -0.05827831+0.02084438j -0.05827831-0.02084438j]]",10.452955544189145,5,8,7.5,7.5,1530,1650
64,"[1650.98816502+1.56319402e-13j 1529.50591749+7.32400038e+00j
 1529.50591749-7.32400038e+00j]","[[ 0.06559174+0.00535335j  0.91974712+0.j         -0.00208234+0.38759573j]
 [ 0.06559174-0.00535335j -0.00208234-0.38759573j  0.91974712+0.j        ]
 [ 0.99565965+0.j         -0.05836963+0.02057751j -0.05836963-0.02057751j]]",10.527527112929736,5,8,7.5,7.5,1530,1650
65,"[1650.98806036+1.70530257e-13j 1529.50596982+7.42947595e+00j
 1529.50596982-7.42947595e+00j]","[[ 0.06558482+0.00539054j  0.92112606+0.j         -0.002079  +0.3843077j ]
 [ 0.06558482-0.00539054j -0.002079  -0.3843077j   0.92112606+0.j        ]
 [ 0.99566016+0.j         -0.05845761+0.02031635j -0.05845761-0.02031635j]]",10.601776844148919,5,8,7.5,7.5,1530,1650
66,"[1650.98795545-4.26325641e-14j 1529.50602228+7.53375149e+00j
 1529.50602228-7.53375149e+00j]","[[ 0.06557789+0.00542756j  0.92245907+0.j         -0.00207578+0.38109751j]
 [ 0.06557789-0.00542756j -0.00207578-0.38109751j  0.92245907+0.j        ]
 [ 0.99566067+0.j         -0.0585424 +0.02006065j -0.0585424 -0.02006065j]]",10.67570682071543,5,8,7.5,7.5,1530,1650
67,"[1650.98785028+1.70530257e-13j 1529.50607486+7.63686984e+00j
 1529.50607486-7.63686984e+00j]","[[ 0.06557094+0.00546441j  0.92374841+0.j         -0.00207266+0.37796208j]
 [ 0.06557094-0.00546441j -0.00207266-0.37796208j  0.92374841+0.j        ]
 [ 0.99566118+0.j         -0.05862417+0.01981021j -0.05862417-0.01981021j]]",10.749319107530166,5,8,7.5,7.5,1530,1650
68,"[1650.98774487+0.j         1529.50612757+7.73887111j
 1529.50612757-7.73887111j]","[[ 0.06556398+0.00550109j  0.9249962 +0.j         -0.00206965+0.37489855j]
 [ 0.06556398-0.00550109j -0.00206965-0.37489855j  0.9249962 +0.j        ]
 [ 0.99566169+0.j         -0.05870306+0.01956484j -0.05870306-0.01956484j]]",10.822615751719871,5,8,7.5,7.5,1530,1650
69,"[1650.98763922+0.j        1529.50618039+7.8397929j
 1529.50618039-7.8397929j]","[[ 0.065557  +0.00553761j  0.9262044 +0.j         -0.00206673+0.37190418j]
 [ 0.065557  -0.00553761j -0.00206673-0.37190418j  0.9262044 +0.j        ]
 [ 0.99566221+0.j         -0.05877921+0.01932435j -0.05877921-0.01932435j]]",10.895598782828323,5,8,7.5,7.5,1530,1650
70,"[1650.98753334+0.j         1529.50623333+7.93967057j
 1529.50623333-7.93967057j]","[[ 0.06555001+0.00557395j  0.92737486+0.j         -0.0020639 +0.36897641j]
 [ 0.06555001-0.00557395j -0.0020639 -0.36897641j  0.92737486+0.j        ]
 [ 0.99566272+0.j         -0.05885275+0.01908855j -0.05885275-0.01908855j]]",10.968270213005043,5,8,7.5,7.5,1530,1650
71,"[1650.98742723+4.26325641e-14j 1529.50628638+8.03853737e+00j
 1529.50628638-8.03853737e+00j]","[[ 0.065543  +0.00561013j  0.92850931+0.j         -0.00206116+0.36611282j]
 [ 0.065543  -0.00561013j -0.00206116-0.36611282j  0.92850931+0.j        ]
 [ 0.99566324+0.j         -0.05892379+0.01885729j -0.05892379-0.01885729j]]",11.040632037191605,5,8,7.5,7.5,1530,1650
72,"[1650.98732091-2.84217094e-14j 1529.50633955+8.13642464e+00j
 1529.50633955-8.13642464e+00j]","[[ 0.06553598+0.00564614j  0.92960939+0.j         -0.0020585 +0.36331109j]
 [ 0.06553598-0.00564614j -0.0020585 -0.36331109j  0.92960939+0.j        ]
 [ 0.99566376+0.j         -0.05899245+0.0186304j  -0.05899245-0.0186304j ]]",11.11268623330551,5,8,7.5,7.5,1530,1650
73,"[1650.98721437+2.13162821e-13j 1529.50639282+8.23336195e+00j
 1529.50639282-8.23336195e+00j]","[[ 0.06552894+0.00568199j  0.9306766 +0.j         -0.00205592+0.36056906j]
 [ 0.06552894-0.00568199j -0.00205592-0.36056906j  0.9306766 +0.j        ]
 [ 0.99566427+0.j         -0.05905884+0.01840774j -0.05905884-0.01840774j]]",11.184434762421745,5,8,7.5,7.5,1530,1650
74,"[1650.98710762-5.68434189e-14j 1529.50644619+8.32937724e+00j
 1529.50644619-8.32937724e+00j]","[[ 0.06552189+0.00571768j  0.93171239+0.j         -0.00205341+0.35788465j]
 [ 0.06552189-0.00571768j -0.00205341-0.35788465j  0.93171239+0.j        ]
 [ 0.99566479+0.j         -0.05912305+0.01818916j -0.05912305-0.01818916j]]",11.255879568951977,5,8,7.5,7.5,1530,1650
75,"[1650.98700067+1.13686838e-13j 1529.50649967+8.42449693e+00j
 1529.50649967-8.42449693e+00j]","[[ 0.06551482+0.0057532j   0.93271811+0.j         -0.00205098+0.3552559j ]
 [ 0.06551482-0.0057532j  -0.00205098-0.3552559j   0.93271811+0.j        ]
 [ 0.99566531+0.j         -0.05918518+0.01797453j -0.05918518-0.01797453j]]",11.327022580821506,5,8,7.5,7.5,1530,1650
76,"[1650.98689352-1.13686838e-13j 1529.50655324+8.51874607e+00j
 1529.50655324-8.51874607e+00j]","[[ 0.06550774+0.00578856j  0.93369502+0.j         -0.00204861+0.35268094j]
 [ 0.06550774-0.00578856j -0.00204861-0.35268094j  0.93369502+0.j        ]
 [ 0.99566584+0.j         -0.05924532+0.01776371j -0.05924532-0.01776371j]]",11.397865709643915,5,8,7.5,7.5,1530,1650
77,"[1650.98678619+2.55795385e-13j 1529.50660691+8.61214841e+00j
 1529.50660691-8.61214841e+00j]","[[ 0.06550065+0.00582376j  0.93464434+0.j         -0.00204631+0.350158j  ]
 [ 0.06550065-0.00582376j -0.00204631-0.350158j    0.93464434+0.j        ]
 [ 0.99566636+0.j         -0.05930354+0.0175566j  -0.05930354-0.0175566j ]]",11.468410850893546,5,8,7.5,7.5,1530,1650
78,"[1650.98667867-9.94759830e-14j 1529.50666067+8.70472648e+00j
 1529.50666067-8.70472648e+00j]","[[ 0.06549355+0.00585881j  0.93556719+0.j         -0.00204407+0.34768538j]
 [ 0.06549355-0.00585881j -0.00204407-0.34768538j  0.93556719+0.j        ]
 [ 0.99566688+0.j         -0.05935994+0.01735306j -0.05935994-0.01735306j]]",11.538659884075757,5,8,7.5,7.5,1530,1650
79,"[1650.98657097-7.10542736e-14j 1529.50671452+8.79650172e+00j
 1529.50671452-8.79650172e+00j]","[[ 0.06548644+0.00589369j  0.93646464+0.j         -0.00204189+0.34526148j]
 [ 0.06548644-0.00589369j -0.00204189-0.34526148j  0.93646464+0.j        ]
 [ 0.99566741+0.j         -0.05941457+0.01715299j -0.05941457-0.01715299j]]",11.608614672895037,5,8,7.5,7.5,1530,1650
80,"[1650.9864631 -5.68434189e-14j 1529.50676845+8.88749451e+00j
 1529.50676845-8.88749451e+00j]","[[ 0.06547931+0.00592842j  0.93733772+0.j         -0.00203977+0.34288474j]
 [ 0.06547931-0.00592842j -0.00203977-0.34288474j  0.93733772+0.j        ]
 [ 0.99566793+0.j         -0.05946752+0.01695629j -0.05946752-0.01695629j]]",11.678277065420993,5,8,7.5,7.5,1530,1650
81,"[1650.98635505+1.56319402e-13j 1529.50682247+8.97772428e+00j
 1529.50682247-8.97772428e+00j]","[[ 0.06547217+0.00596299j  0.93818737+0.j         -0.0020377 +0.34055371j]
 [ 0.06547217-0.00596299j -0.0020377 -0.34055371j  0.93818737+0.j        ]
 [ 0.99566846+0.j         -0.05951884+0.01676285j -0.05951884-0.01676285j]]",11.747648894252249,5,8,7.5,7.5,1530,1650
82,"[1650.98624685+7.10542736e-14j 1529.50687657+9.06720954e+00j
 1529.50687657-9.06720954e+00j]","[[ 0.06546503+0.0059974j   0.93901451+0.j         -0.00203568+0.33826697j]
 [ 0.06546503-0.0059974j  -0.00203568-0.33826697j  0.93901451+0.j        ]
 [ 0.99566898+0.j         -0.05956861+0.01657257j -0.05956861-0.01657257j]]",11.81673197667829,5,8,7.5,7.5,1530,1650
83,"[1650.98613849+0.j         1529.50693076+9.15596795j
 1529.50693076-9.15596795j]","[[ 0.06545787+0.00603167j  0.93982   +0.j         -0.00203372+0.33602319j]
 [ 0.06545787-0.00603167j -0.00203372-0.33602319j  0.93982   +0.j        ]
 [ 0.99566951+0.j         -0.05961688+0.01638537j -0.05961688-0.01638537j]]",11.885528114839255,5,8,7.5,7.5,1530,1650
84,"[1650.98602998-1.42108547e-13j 1529.50698501+9.24401639e+00j
 1529.50698501-9.24401639e+00j]","[[ 0.0654507 +0.00606577j  0.94060466+0.j         -0.0020318 +0.33382108j]
 [ 0.0654507 -0.00606577j -0.0020318 -0.33382108j  0.94060466+0.j        ]
 [ 0.99567004+0.j         -0.05966371+0.01620115j -0.05966371-0.01620115j]]",11.954039095883758,5,8,7.5,7.5,1530,1650
85,"[1650.98592131+3.41060513e-13j 1529.50703934+9.33137100e+00j
 1529.50703934-9.33137100e+00j]","[[ 0.06544352+0.00609973j  0.94136927+0.j         -0.00202992+0.33165941j]
 [ 0.06544352-0.00609973j -0.00202992-0.33165941j  0.94136927+0.j        ]
 [ 0.99567057+0.j         -0.05970915+0.01601984j -0.05970915-0.01601984j]]",12.022266692124703,5,8,7.5,7.5,1530,1650
86,"[1650.98581251+1.13686838e-13j 1529.50709374+9.41804720e+00j
 1529.50709374-9.41804720e+00j]","[[ 0.06543633+0.00613354j  0.94211456+0.j         -0.0020281 +0.329537j  ]
 [ 0.06543633-0.00613354j -0.0020281 -0.329537j    0.94211456+0.j        ]
 [ 0.9956711 +0.j         -0.05975325+0.01584134j -0.05975325-0.01584134j]]",12.090212661193188,5,8,7.5,7.5,1530,1650
87,"[1650.98570357-5.68434189e-14j 1529.50714822+9.50405979e+00j
 1529.50714822-9.50405979e+00j]","[[ 0.06542914+0.00616719j  0.94284125+0.j         -0.00202631+0.32745273j]
 [ 0.06542914-0.00616719j -0.00202631-0.32745273j  0.94284125+0.j        ]
 [ 0.99567163+0.j         -0.05979607+0.01566558j -0.05979607-0.01566558j]]",12.15787874619048,5,8,7.5,7.5,1530,1650
88,"[1650.98559449-1.70530257e-13j 1529.50720275+9.58942293e+00j
 1529.50720275-9.58942293e+00j]","[[ 0.06542193+0.0062007j   0.94355   +0.j         -0.00202457+0.3254055j ]
 [ 0.06542193-0.0062007j  -0.00202457-0.3254055j   0.94355   +0.j        ]
 [ 0.99567216+0.j         -0.05983764+0.01549248j -0.05983764-0.01549248j]]",12.225266675838096,5,8,7.5,7.5,1530,1650
89,"[1650.98548529+1.42108547e-13j 1529.50725735+9.67415020e+00j
 1529.50725735-9.67415020e+00j]","[[ 0.06541472+0.00623405j  0.94424144+0.j         -0.00202286+0.32339428j]
 [ 0.06541472-0.00623405j -0.00202286-0.32339428j  0.94424144+0.j        ]
 [ 0.99567269+0.j         -0.05987802+0.01532199j -0.05987802-0.01532199j]]",12.292378164626022,5,8,7.5,7.5,1530,1650
90,"[1650.98537597-2.27373675e-13j 1529.50731202+9.75825464e+00j
 1529.50731202-9.75825464e+00j]","[[ 0.0654075 +0.00626726j  0.9449162 +0.j         -0.00202119+0.32141807j]
 [ 0.0654075 -0.00626726j -0.00202119-0.32141807j  0.9449162 +0.j        ]
 [ 0.99567322+0.j         -0.05991724+0.01515401j -0.05991724-0.01515401j]]",12.359214912959146,5,8,7.5,7.5,1530,1650
91,"[1650.98526652+0.j        1529.50736674+9.8417488j
 1529.50736674-9.8417488j]","[[ 0.06540027+0.00630033j  0.94557483+0.j         -0.00201956+0.31947591j]
 [ 0.06540027-0.00630033j -0.00201956-0.31947591j  0.94557483+0.j        ]
 [ 0.99567375+0.j         -0.05995535+0.0149885j  -0.05995535-0.0149885j ]]",12.425778607301794,5,8,7.5,7.5,1530,1650
92,"[1650.98515697-2.27373675e-13j 1529.50742152+9.92464470e+00j
 1529.50742152-9.92464470e+00j]","[[ 0.06539303+0.00633324j  0.94621791+0.j         -0.00201797+0.31756688j]
 [ 0.06539303-0.00633324j -0.00201797-0.31756688j  0.94621791+0.j        ]
 [ 0.99567429+0.j         -0.05999238+0.01482538j -0.05999238-0.01482538j]]",12.492070920320586,5,8,7.5,7.5,1530,1650
93,"[1650.9850473 -1.70530257e-13j 1529.50747635+1.00069539e+01j
 1529.50747635-1.00069539e+01j]","[[ 0.06538579+0.00636602j  0.94684595+0.j         -0.00201641+0.31569008j]
 [ 0.06538579-0.00636602j -0.00201641-0.31569008j  0.94684595+0.j        ]
 [ 0.99567482+0.j         -0.06002837+0.0146646j  -0.06002837-0.0146646j ]]",12.558093511025465,5,8,7.5,7.5,1530,1650
94,"[1650.98493753+2.84217094e-14j 1529.50753124+1.00886876e+01j
 1529.50753124-1.00886876e+01j]","[[ 0.06537853+0.00639864j  0.94745946+0.j         -0.00201488+0.31384467j]
 [ 0.06537853-0.00639864j -0.00201488-0.31384467j  0.94745946+0.j        ]
 [ 0.99567535+0.j         -0.06006335+0.01450609j -0.06006335-0.01450609j]]",12.623848024909016,5,8,7.5,7.5,1530,1650
95,"[1650.98482765+1.70530257e-13j 1529.50758617+1.01698566e+01j
 1529.50758617-1.01698566e+01j]","[[ 0.06537128+0.00643113j  0.94805893+0.j         -0.00201338+0.31202982j]
 [ 0.06537128-0.00643113j -0.00201338-0.31202982j  0.94805893+0.j        ]
 [ 0.99567589+0.j         -0.06009737+0.0143498j  -0.06009737-0.0143498j ]]",12.689336094084108,5,8,7.5,7.5,1530,1650
96,"[1650.98471768+5.68434189e-14j 1529.50764116+1.02504711e+01j
 1529.50764116-1.02504711e+01j]","[[ 0.06536401+0.00646347j  0.94864481+0.j         -0.00201192+0.31024473j]
 [ 0.06536401-0.00646347j -0.00201192-0.31024473j  0.94864481+0.j        ]
 [ 0.99567642+0.j         -0.06013044+0.01419567j -0.06013044-0.01419567j]]",12.754559337419813,5,8,7.5,7.5,1530,1650
97,"[1650.98460762-1.98951966e-13j 1529.50769619+1.03305411e+01j
 1529.50769619-1.03305411e+01j]","[[ 0.06535674+0.00649567j  0.94921754+0.j         -0.00201048+0.30848865j]
 [ 0.06535674-0.00649567j -0.00201048-0.30848865j  0.94921754+0.j        ]
 [ 0.99567696+0.j         -0.06016261+0.01404366j -0.06016261-0.01404366j]]",12.819519360675695,5,8,7.5,7.5,1530,1650
98,"[1650.98449747-2.84217094e-14j 1529.50775127+1.04100764e+01j
 1529.50775127-1.04100764e+01j]","[[ 0.06534946+0.00652774j  0.94977756+0.j         -0.00200907+0.30676084j]
 [ 0.06534946-0.00652774j -0.00200907-0.30676084j  0.94977756+0.j        ]
 [ 0.99567749+0.j         -0.0601939 +0.0138937j  -0.0601939 -0.0138937j ]]",12.884217756634452,5,8,7.5,7.5,1530,1650
99,"[1650.98438723+1.13686838e-13j 1529.50780638+1.04890861e+01j
 1529.50780638-1.04890861e+01j]","[[ 0.06534218+0.00655966j  0.95032526+0.j         -0.00200769+0.30506059j]
 [ 0.06534218-0.00655966j -0.00200769-0.30506059j  0.95032526+0.j        ]
 [ 0.99567803+0.j         -0.06022433+0.01374575j -0.06022433-0.01374575j]]",12.94865610523297,5,8,7.5,7.5,1530,1650
100,"[1650.98427692+1.70530257e-13j 1529.50786154+1.05675792e+01j
 1529.50786154-1.05675792e+01j]","[[ 0.0653349 +0.00659144j  0.95086102+0.j         -0.00200634+0.3033872j ]
 [ 0.0653349 -0.00659144j -0.00200634-0.3033872j   0.95086102+0.j        ]
 [ 0.99567857+0.j         -0.06025395+0.01359977j -0.06025395-0.01359977j]]",13.012835973691757,5,8,7.5,7.5,1530,1650
101,"[1650.98416653+2.84217094e-14j 1529.50791674+1.06455646e+01j
 1529.50791674-1.06455646e+01j]","[[ 0.0653276 +0.00662309j  0.95138524+0.j         -0.00200501+0.30174003j]
 [ 0.0653276 -0.00662309j -0.00200501-0.30174003j  0.95138524+0.j        ]
 [ 0.9956791 +0.j         -0.06028276+0.01345571j -0.06028276-0.01345571j]]",13.07675891664283,5,8,7.5,7.5,1530,1650
102,"[1650.98405606+2.84217094e-14j 1529.50797197+1.07230504e+01j
 1529.50797197-1.07230504e+01j]","[[ 0.06532031+0.0066546j   0.95189825+0.j         -0.0020037 +0.30011843j]
 [ 0.06532031-0.0066546j  -0.0020037 -0.30011843j  0.95189825+0.j        ]
 [ 0.99567964+0.j         -0.0603108 +0.01331352j -0.0603108 -0.01331352j]]",13.140426476256078,5,8,7.5,7.5,1530,1650
103,"[1650.98394553+2.84217094e-14j 1529.50802724+1.08000449e+01j
 1529.50802724-1.08000449e+01j]","[[ 0.065313  +0.00668597j  0.9524004 +0.j         -0.00200242+0.29852177j]
 [ 0.065313  -0.00668597j -0.00200242-0.29852177j  0.9524004 +0.j        ]
 [ 0.99568018+0.j         -0.06033809+0.01317315j -0.06033809-0.01317315j]]",13.20384018236406,5,8,7.5,7.5,1530,1650
104,"[1650.98383493-2.55795385e-13j 1529.50808253+1.08765560e+01j
 1529.50808253-1.08765560e+01j]","[[ 0.0653057 +0.0067172j   0.95289202+0.j         -0.00200117+0.29694948j]
 [ 0.0653057 -0.0067172j  -0.00200117-0.29694948j  0.95289202+0.j        ]
 [ 0.99568072+0.j         -0.06036465+0.01303458j -0.06036465-0.01303458j]]",13.267001552585343,5,8,7.5,7.5,1530,1650
105,"[1650.98372428+8.52651283e-14j 1529.50813786+1.09525912e+01j
 1529.50813786-1.09525912e+01j]","[[ 0.06529839+0.00674831j  0.95337343+0.j         -0.00199993+0.29540097j]
 [ 0.06529839-0.00674831j -0.00199993-0.29540097j  0.95337343+0.j        ]
 [ 0.99568126+0.j         -0.06039051+0.01289776j -0.06039051-0.01289776j]]",13.329912092446348,5,8,7.5,7.5,1530,1650
106,"[1650.98361356+8.52651283e-14j 1529.50819322+1.10281580e+01j
 1529.50819322-1.10281580e+01j]","[[ 0.06529107+0.00677928j  0.95384493+0.j         -0.00199872+0.29387567j]
 [ 0.06529107-0.00677928j -0.00199872-0.29387567j  0.95384493+0.j        ]
 [ 0.99568179+0.j         -0.06041568+0.01276264j -0.06041568-0.01276264j]]",13.392573295501718,5,8,7.5,7.5,1530,1650
107,"[1650.98350279-2.84217094e-14j 1529.5082486 +1.11032634e+01j
 1529.5082486 -1.11032634e+01j]","[[ 0.06528376+0.00681011j  0.95430681+0.j         -0.00199753+0.29237306j]
 [ 0.06528376-0.00681011j -0.00199753-0.29237306j  0.95430681+0.j        ]
 [ 0.99568233+0.j         -0.06044019+0.0126292j  -0.06044019-0.0126292j ]]",13.45498664345329,5,8,7.5,7.5,1530,1650
108,"[1650.98339197 +0.j         1529.50830401+11.17791453j
 1529.50830401-11.17791453j]","[[ 0.06527644+0.00684082j  0.95475935+0.j         -0.00199636+0.29089261j]
 [ 0.06527644-0.00684082j -0.00199636-0.29089261j  0.95475935+0.j        ]
 [ 0.99568287+0.j         -0.06046406+0.0124974j  -0.06046406-0.0124974j ]]",13.517153606267613,5,8,7.5,7.5,1530,1650
109,"[1650.98328111 +0.j       1529.50835945+11.252118j
 1529.50835945-11.252118j]","[[ 0.06526911+0.00687139j  0.95520282+0.j         -0.00199521+0.28943381j]
 [ 0.06526911-0.00687139j -0.00199521-0.28943381j  0.95520282+0.j        ]
 [ 0.99568341+0.j         -0.0604873 +0.01236719j -0.0604873 -0.01236719j]]",13.579075642292075,5,8,7.5,7.5,1530,1650
110,"[1650.9831702-5.68434189e-14j 1529.5084149+1.13258804e+01j
 1529.5084149-1.13258804e+01j]","[[ 0.06526179+0.00690183j  0.95563748+0.j         -0.00199408+0.28799617j]
 [ 0.06526179-0.00690183j -0.00199408-0.28799617j  0.95563748+0.j        ]
 [ 0.99568395+0.j         -0.06050993+0.01223856j -0.06050993-0.01223856j]]",13.64075419836968,5,8,7.5,7.5,1530,1650
111,"[1650.98305925+1.42108547e-13j 1529.50847037+1.13992081e+01j
 1529.50847037-1.13992081e+01j]","[[ 0.06525446+0.00693214j  0.95606358+0.j         -0.00199297+0.28657922j]
 [ 0.06525446-0.00693214j -0.00199297-0.28657922j  0.95606358+0.j        ]
 [ 0.99568449+0.j         -0.06053198+0.01211145j -0.06053198-0.01211145j]]",13.702190709952413,5,8,7.5,7.5,1530,1650
112,"[1650.98294827-1.42108547e-13j 1529.50852587+1.14721072e+01j
 1529.50852587-1.14721072e+01j]","[[ 0.06524712+0.00696233j  0.95648136+0.j         -0.00199187+0.2851825j ]
 [ 0.06524712-0.00696233j -0.00199187-0.2851825j   0.95648136+0.j        ]
 [ 0.99568503+0.j         -0.06055345+0.01198585j -0.06055345-0.01198585j]]",13.763386601213325,5,8,7.5,7.5,1530,1650
113,"[1650.98283725-2.84217094e-14j 1529.50858138+1.15445837e+01j
 1529.50858138-1.15445837e+01j]","[[ 0.06523979+0.00699238j  0.95689105+0.j         -0.0019908 +0.28380556j]
 [ 0.06523979-0.00699238j -0.0019908 -0.28380556j  0.95689105+0.j        ]
 [ 0.99568557+0.j         -0.06057436+0.01186172j -0.06057436-0.01186172j]]",13.824343285157235,5,8,7.5,7.5,1530,1650
114,"[1650.9827262+1.70530257e-13j 1529.5086369+1.16166436e+01j
 1529.5086369-1.16166436e+01j]","[[ 0.06523246+0.00702231j  0.95729288+0.j         -0.00198974+0.28244796j]
 [ 0.06523246-0.00702231j -0.00198974-0.28244796j  0.95729288+0.j        ]
 [ 0.99568611+0.j         -0.06059473+0.01173904j -0.06059473-0.01173904j]]",13.885062163730188,5,8,7.5,7.5,1530,1650
115,"[1650.98261512+5.68434189e-14j 1529.50869244+1.16882924e+01j
 1529.50869244-1.16882924e+01j]","[[ 0.06522512+0.00705211j  0.95768706+0.j         -0.0019887 +0.2811093j ]
 [ 0.06522512-0.00705211j -0.0019887 -0.2811093j   0.95768706+0.j        ]
 [ 0.99568665+0.j         -0.06061458+0.01161776j -0.06061458-0.01161776j]]",13.945544627927571,5,8,7.5,7.5,1530,1650
116,"[1650.98250403+5.68434189e-14j 1529.50874799+1.17595357e+01j
 1529.50874799-1.17595357e+01j]","[[ 0.06521778+0.00708179j  0.9580738 +0.j         -0.00198767+0.27978917j]
 [ 0.06521778-0.00708179j -0.00198767-0.27978917j  0.9580738 +0.j        ]
 [ 0.99568719+0.j         -0.06063391+0.01149787j -0.06063391-0.01149787j]]",14.005792057901004,5,8,7.5,7.5,1530,1650
117,"[1650.98239291+1.98951966e-13j 1529.50880355+1.18303789e+01j
 1529.50880355-1.18303789e+01j]","[[ 0.06521044+0.00711134j  0.95845329+0.j         -0.00198666+0.27848716j]
 [ 0.06521044-0.00711134j -0.00198666-0.27848716j  0.95845329+0.j        ]
 [ 0.99568773+0.j         -0.06065274+0.01137933j -0.06065274-0.01137933j]]",14.065805823063956,5,8,7.5,7.5,1530,1650
118,"[1650.98228177+2.27373675e-13j 1529.50885911+1.19008271e+01j
 1529.50885911-1.19008271e+01j]","[[ 0.0652031 +0.00714076j  0.95882574+0.j         -0.00198567+0.2772029j ]
 [ 0.0652031 -0.00714076j -0.00198567-0.2772029j   0.95882574+0.j        ]
 [ 0.99568827+0.j         -0.06067109+0.01126212j -0.06067109-0.01126212j]]",14.125587282196134,5,8,7.5,7.5,1530,1650
119,"[1650.98217062+3.12638804e-13j 1529.50891469+1.19708856e+01j
 1529.50891469-1.19708856e+01j]","[[ 0.06519575+0.00717007j  0.95919132+0.j         -0.00198469+0.27593601j]
 [ 0.06519575-0.00717007j -0.00198469-0.27593601j  0.95919132+0.j        ]
 [ 0.99568881+0.j         -0.06068897+0.01114621j -0.06068897-0.01114621j]]",14.185137783546649,5,8,7.5,7.5,1530,1650
120,"[1650.98205946-2.84217094e-14j 1529.50897027+1.20405593e+01j
 1529.50897027-1.20405593e+01j]","[[ 0.06518841+0.00719925j  0.95955022+0.j         -0.00198372+0.27468613j]
 [ 0.06518841-0.00719925j -0.00198372-0.27468613j  0.95955022+0.j        ]
 [ 0.99568935+0.j         -0.06070639+0.01103159j -0.06070639-0.01103159j]]",14.244458664936005,5,8,7.5,7.5,1530,1650
121,"[1650.98194829+8.52651283e-14j 1529.50902586+1.21098530e+01j
 1529.50902586-1.21098530e+01j]","[[ 0.06518107+0.0072283j   0.95990262+0.j         -0.00198277+0.27345291j]
 [ 0.06518107-0.0072283j  -0.00198277-0.27345291j  0.95990262+0.j        ]
 [ 0.99568989+0.j         -0.06072336+0.01091821j -0.06072336-0.01091821j]]",14.30355125385686,5,8,7.5,7.5,1530,1650
122,"[1650.98183711-1.13686838e-13j 1529.50908145+1.21787715e+01j
 1529.50908145-1.21787715e+01j]","[[ 0.06517372+0.00725724j  0.96024868+0.j         -0.00198183+0.27223601j]
 [ 0.06517372-0.00725724j -0.00198183-0.27223601j  0.96024868+0.j        ]
 [ 0.99569043+0.j         -0.0607399 +0.01080607j -0.0607399 -0.01080607j]]",14.362416867573657,5,8,7.5,7.5,1530,1650
123,"[1650.98172593 +0.j         1529.50913704+12.24731932j
 1529.50913704-12.24731932j]","[[ 0.06516638+0.00728606j  0.96058855+0.j         -0.00198091+0.2710351j ]
 [ 0.06516638-0.00728606j -0.00198091-0.2710351j   0.96058855+0.j        ]
 [ 0.99569097+0.j         -0.06075601+0.01069513j -0.06075601-0.01069513j]]",14.421056813221101,5,8,7.5,7.5,1530,1650
124,"[1650.98161475+1.13686838e-13j 1529.50919263+1.23155011e+01j
 1529.50919263-1.23155011e+01j]","[[ 0.06515903+0.00731475j  0.96092241+0.j         -0.00198   +0.26984985j]
 [ 0.06515903-0.00731475j -0.00198   -0.26984985j  0.96092241+0.j        ]
 [ 0.99569151+0.j         -0.06077171+0.01058537j -0.06077171-0.01058537j]]",14.47947238790146,5,8,7.5,7.5,1530,1650
125,"[1650.98150357-1.13686838e-13j 1529.50924821+1.23833211e+01j
 1529.50924821-1.23833211e+01j]","[[ 0.06515169+0.00734333j  0.9612504 +0.j         -0.0019791 +0.26867996j]
 [ 0.06515169-0.00734333j -0.0019791 -0.26867996j  0.9612504 +0.j        ]
 [ 0.99569205+0.j         -0.06078701+0.01047678j -0.06078701-0.01047678j]]",14.537664878780793,5,8,7.5,7.5,1530,1650
126,"[1650.9813924 +0.j         1529.5093038+12.45078366j
 1529.5093038-12.45078366j]","[[ 0.06514434+0.00737178j  0.96157267+0.j         -0.00197822+0.26752511j]
 [ 0.06514434-0.00737178j -0.00197822-0.26752511j  0.96157267+0.j        ]
 [ 0.99569259+0.j         -0.06080191+0.01036932j -0.06080191-0.01036932j]]",14.595635563184048,5,8,7.5,7.5,1530,1650
127,"[1650.98128123 +0.j         1529.50935938+12.51789301j
 1529.50935938-12.51789301j]","[[ 0.065137  +0.00740012j  0.96188936+0.j         -0.00197734+0.26638501j]
 [ 0.065137  -0.00740012j -0.00197734-0.26638501j  0.96188936+0.j        ]
 [ 0.99569313+0.j         -0.06081643+0.01026299j -0.06081643-0.01026299j]]",14.653385708689067,5,8,7.5,7.5,1530,1650
