,eigVal,eigVec,Gain,Loss,Coupling bt. bands,Coupling bt. band1 and exciton,Coupling bt. band2 and exciton,Ecm,XC
379,"[1657.47273973-2.00674095e+01j 1657.47273973+2.00674095e+01j
 1650.05452054-2.25145230e-13j]","[[ 0.95742147+0.j         -0.02567316-0.18309815j  0.00519825-0.21317174j]
 [-0.02567316+0.18309815j  0.95742147+0.j          0.00519825+0.21317174j]
 [ 0.03585715+0.21880205j  0.03585715-0.21880205j  0.95344721+0.j        ]]",22.74,22.74,8,5.0,5.0,1657.5,1650
380,"[1657.47290149-2.01354346e+01j 1657.47290149+2.01354346e+01j
 1650.05419702+9.00611790e-14j]","[[ 0.95766283+0.j         -0.02552928-0.182574j    0.00516868-0.21264269j]
 [-0.02552928+0.182574j    0.95766283+0.j          0.00516868+0.21264269j]
 [ 0.0356566 +0.21823266j  0.0356566 -0.21823266j  0.95368378+0.j        ]]",22.8,22.8,8,5.0,5.0,1657.5,1650
381,"[1657.47306176-2.02034082e+01j 1657.47306176+2.02034082e+01j
 1650.05387648-1.01840163e-13j]","[[ 0.95790208+0.j         -0.02538664-0.18205298j  0.00513938-0.2121162j ]
 [-0.02538664+0.18205298j  0.95790208+0.j          0.00513938+0.2121162j ]
 [ 0.03545778+0.2176662j   0.03545778-0.2176662j   0.95391856+0.j        ]]",22.86,22.86,8,5.0,5.0,1657.5,1650
382,"[1657.47322055-2.02713310e+01j 1657.47322055+2.02713310e+01j
 1650.05355889-2.37880293e-13j]","[[ 0.95813925+0.j         -0.02524522-0.18153507j  0.00511033-0.21159224j]
 [-0.02524522+0.18153507j  0.95813925+0.j          0.00511033+0.21159224j]
 [ 0.03526066+0.21710264j  0.03526066-0.21710264j  0.95415157+0.j        ]]",22.919999999999998,22.919999999999998,8,5.0,5.0,1657.5,1650
383,"[1657.47337789-2.03392034e+01j 1657.47337789+2.03392034e+01j
 1650.05324422+3.56398768e-14j]","[[ 0.95837436+0.j         -0.02510501-0.18102024j  0.00508154-0.21107082j]
 [-0.02510501+0.18102024j  0.95837436+0.j          0.00508154+0.21107082j]
 [ 0.03506522+0.21654197j  0.03506522-0.21654197j  0.95438282+0.j        ]]",22.98,22.98,8,5.0,5.0,1657.5,1650
384,"[1657.47353379-2.04070260e+01j 1657.47353379+2.04070260e+01j
 1650.05293241-2.99083403e-13j]","[[ 0.95860744+0.j         -0.02496599-0.18050847j  0.00505299-0.2105519j ]
 [-0.02496599+0.18050847j  0.95860744+0.j          0.00505299+0.2105519j ]
 [ 0.03487145+0.21598416j  0.03487145-0.21598416j  0.95461235+0.j        ]]",23.04,23.04,8,5.0,5.0,1657.5,1650
385,"[1657.47368828-2.04747992e+01j 1657.47368828+2.04747992e+01j
 1650.05262345-1.99932523e-13j]","[[ 0.9588385 +0.j         -0.02482816-0.17999971j  0.0050247 -0.21003546j]
 [-0.02482816+0.17999971j  0.9588385 +0.j          0.0050247 +0.21003546j]
 [ 0.03467932+0.21542919j  0.03467932-0.21542919j  0.95484015+0.j        ]]",23.099999999999998,23.099999999999998,8,5.0,5.0,1657.5,1650
386,"[1657.47384136-2.05425235e+01j 1657.47384136+2.05425235e+01j
 1650.05231728-2.78647897e-13j]","[[ 0.95906758+0.j         -0.02469149-0.17949396j  0.00499665-0.2095215j ]
 [-0.02469149+0.17949396j  0.95906758+0.j          0.00499665+0.2095215j ]
 [ 0.03448881+0.21487704j  0.03448881-0.21487704j  0.95506625+0.j        ]]",23.16,23.16,8,5.0,5.0,1657.5,1650
387,"[1657.47399306-2.06101995e+01j 1657.47399306+2.06101995e+01j
 1650.05201388-2.20672748e-14j]","[[ 0.9592947 +0.j         -0.02455598-0.17899117j  0.00496884-0.20900999j]
 [-0.02455598+0.17899117j  0.9592947 +0.j          0.00496884+0.20900999j]
 [ 0.0342999 +0.21432769j  0.0342999 -0.21432769j  0.95529067+0.j        ]]",23.22,23.22,8,5.0,5.0,1657.5,1650
388,"[1657.47414339-2.06778277e+01j 1657.47414339+2.06778277e+01j
 1650.05171322-4.27519397e-13j]","[[ 0.95951988+0.j         -0.02442161-0.17849132j  0.00494127-0.20850091j]
 [-0.02442161+0.17849132j  0.95951988+0.j          0.00494127+0.20850091j]
 [ 0.03411258+0.21378111j  0.03411258-0.21378111j  0.95551343+0.j        ]]",23.279999999999998,23.279999999999998,8,5.0,5.0,1657.5,1650
389,"[1657.47429237-2.07454084e+01j 1657.47429237+2.07454084e+01j
 1650.05141525-3.02682462e-13j]","[[ 0.95974314+0.j         -0.02428836-0.17799438j  0.00491393-0.20799426j]
 [-0.02428836+0.17799438j  0.95974314+0.j          0.00491393+0.20799426j]
 [ 0.03392683+0.2132373j   0.03392683-0.2132373j   0.95573453+0.j        ]]",23.34,23.34,8,5.0,5.0,1657.5,1650
390,"[1657.47444002-2.08129421e+01j 1657.47444002+2.08129421e+01j
 1650.05111995-8.59516203e-14j]","[[ 0.95996451+0.j         -0.02415623-0.17750033j  0.00488683-0.20749j   ]
 [-0.02415623+0.17750033j  0.95996451+0.j          0.00488683+0.20749j   ]
 [ 0.03374263+0.21269622j  0.03374263-0.21269622j  0.95595399+0.j        ]]",23.4,23.4,8,5.0,5.0,1657.5,1650
391,"[1657.47458636-2.08804294e+01j 1657.47458636+2.08804294e+01j
 1650.05082729-4.02743082e-13j]","[[ 0.96018401+0.j         -0.0240252 -0.17700914j  0.00485996-0.20698813j]
 [-0.0240252 +0.17700914j  0.96018401+0.j          0.00485996+0.20698813j]
 [ 0.03355997+0.21215786j  0.03355997-0.21215786j  0.95617184+0.j        ]]",23.46,23.46,8,5.0,5.0,1657.5,1650
392,"[1657.47473139-2.09478707e+01j 1657.47473139+2.09478707e+01j
 1650.05053722-1.54504512e-13j]","[[ 0.96040165+0.j         -0.02389526-0.17652079j  0.00483332-0.20648863j]
 [-0.02389526+0.17652079j  0.96040165+0.j          0.00483332+0.20648863j]
 [ 0.03337881+0.21162219j  0.03337881-0.21162219j  0.95638808+0.j        ]]",23.52,23.52,8,5.0,5.0,1657.5,1650
393,"[1657.47487514-2.10152664e+01j 1657.47487514+2.10152664e+01j
 1650.05024972+1.25613709e-13j]","[[ 0.96061747+0.j         -0.0237664 -0.17603524j  0.0048069 -0.20599148j]
 [-0.0237664 +0.17603524j  0.96061747+0.j          0.0048069 +0.20599148j]
 [ 0.03319916+0.2110892j   0.03319916-0.2110892j   0.95660274+0.j        ]]",23.58,23.58,8,5.0,5.0,1657.5,1650
394,"[1657.47501762-2.10826169e+01j 1657.47501762+2.10826169e+01j
 1650.04996476-2.56492459e-13j]","[[ 0.96083147+0.j         -0.0236386 -0.17555248j  0.00478071-0.20549667j]
 [-0.0236386 +0.17555248j  0.96083147+0.j          0.00478071+0.20549667j]
 [ 0.03302099+0.21055887j  0.03302099-0.21055887j  0.95681583+0.j        ]]",23.64,23.64,8,5.0,5.0,1657.5,1650
395,"[1657.47515885-2.11499228e+01j 1657.47515885+2.11499228e+01j
 1650.04968231-3.08111435e-13j]","[[ 0.96104369+0.j         -0.02351185-0.17507247j  0.00475473-0.20500417j]
 [-0.02351185+0.17507247j  0.96104369+0.j          0.00475473+0.20500417j]
 [ 0.03284428+0.21003117j  0.03284428-0.21003117j  0.95702736+0.j        ]]",23.7,23.7,8,5.0,5.0,1657.5,1650
396,"[1657.47529883-2.12171844e+01j 1657.47529883+2.12171844e+01j
 1650.04940233-1.24105062e-13j]","[[ 0.96125415+0.j         -0.02338615-0.1745952j   0.00472898-0.20451398j]
 [-0.02338615+0.1745952j   0.96125415+0.j          0.00472898+0.20451398j]
 [ 0.03266902+0.20950609j  0.03266902-0.20950609j  0.95723735+0.j        ]]",23.759999999999998,23.759999999999998,8,5.0,5.0,1657.5,1650
397,"[1657.4754376-2.12844021e+01j 1657.4754376+2.12844021e+01j
 1650.0491248-4.21097743e-14j]","[[ 0.96146285+0.j         -0.02326147-0.17412064j  0.00470343-0.20402608j]
 [-0.02326147+0.17412064j  0.96146285+0.j          0.00470343+0.20402608j]
 [ 0.03249519+0.20898361j  0.03249519-0.20898361j  0.95744581+0.j        ]]",23.82,23.82,8,5.0,5.0,1657.5,1650
398,"[1657.47557516-2.13515765e+01j 1657.47557516+2.13515765e+01j
 1650.04884968-6.12266775e-14j]","[[ 0.96166983+0.j         -0.02313782-0.17364877j  0.0046781 -0.20354045j]
 [-0.02313782+0.17364877j  0.96166983+0.j          0.0046781 +0.20354045j]
 [ 0.03232278+0.20846371j  0.03232278-0.20846371j  0.95765276+0.j        ]]",23.88,23.88,8,5.0,5.0,1657.5,1650
399,"[1657.47571152-2.14187078e+01j 1657.47571152+2.14187078e+01j
 1650.04857696-2.01758766e-13j]","[[ 0.96187511+0.j         -0.02301516-0.17317955j  0.00465298-0.20305707j]
 [-0.02301516+0.17317955j  0.96187511+0.j          0.00465298+0.20305707j]
 [ 0.03215177+0.20794636j  0.03215177-0.20794636j  0.95785821+0.j        ]]",23.939999999999998,23.939999999999998,8,5.0,5.0,1657.5,1650
400,"[1657.47584671-2.14857965e+01j 1657.47584671+2.14857965e+01j
 1650.04830659-5.41575907e-14j]","[[ 0.96207869+0.j         -0.02289351-0.17271298j  0.00462807-0.20257594j]
 [-0.02289351+0.17271298j  0.96207869+0.j          0.00462807+0.20257594j]
 [ 0.03198214+0.20743156j  0.03198214-0.20743156j  0.95806218+0.j        ]]",24.0,24.0,8,5.0,5.0,1657.5,1650
401,"[1657.47598072-2.1552843e+01j 1657.47598072+2.1552843e+01j
 1650.04803855-2.7575746e-13j]","[[ 0.9622806 +0.j         -0.02277283-0.17224901j  0.00460336-0.20209703j]
 [-0.02277283+0.17224901j  0.9622806 +0.j          0.00460336+0.20209703j]
 [ 0.03181388+0.20691929j  0.03181388-0.20691929j  0.95826468+0.j        ]]",24.06,24.06,8,5.0,5.0,1657.5,1650
402,"[1657.47611359-2.16198477e+01j 1657.47611359+2.16198477e+01j
 1650.04777282-1.00446354e-13j]","[[ 0.96248087+0.j         -0.02265314-0.17178764j  0.00457886-0.20162033j]
 [-0.02265314+0.17178764j  0.96248087+0.j          0.00457886+0.20162033j]
 [ 0.03164697+0.20640952j  0.03164697-0.20640952j  0.95846573+0.j        ]]",24.119999999999997,24.119999999999997,8,5.0,5.0,1657.5,1650
403,"[1657.47624532-2.16868110e+01j 1657.47624532+2.16868110e+01j
 1650.04750937-2.79505605e-13j]","[[ 0.9626795 +0.j         -0.0225344 -0.17132884j  0.00455456-0.20114582j]
 [-0.0225344 +0.17132884j  0.9626795 +0.j          0.00455456+0.20114582j]
 [ 0.03148141+0.20590223j  0.03148141-0.20590223j  0.95866534+0.j        ]]",24.18,24.18,8,5.0,5.0,1657.5,1650
404,"[1657.47637592-2.17537333e+01j 1657.47637592+2.17537333e+01j
 1650.04724816-2.00109895e-13j]","[[ 0.96287652+0.j         -0.02241661-0.17087259j  0.00453045-0.2006735j ]
 [-0.02241661+0.17087259j  0.96287652+0.j          0.00453045+0.2006735j ]
 [ 0.03131717+0.20539742j  0.03131717-0.20539742j  0.95886352+0.j        ]]",24.24,24.24,8,5.0,5.0,1657.5,1650
405,"[1657.47650541-2.18206150e+01j 1657.47650541+2.18206150e+01j
 1650.04698918-8.94191212e-14j]","[[ 0.96307194+0.j         -0.02229977-0.17041886j  0.00450655-0.20020334j]
 [-0.02229977+0.17041886j  0.96307194+0.j          0.00450655+0.20020334j]
 [ 0.03115424+0.20489505j  0.03115424-0.20489505j  0.95906028+0.j        ]]",24.3,24.3,8,5.0,5.0,1657.5,1650
406,"[1657.4766338-2.18874563e+01j 1657.4766338+2.18874563e+01j
 1650.0467324-2.73279162e-13j]","[[ 0.96326578+0.j         -0.02218386-0.16996764j  0.00448283-0.19973533j]
 [-0.02218386+0.16996764j  0.96326578+0.j          0.00448283+0.19973533j]
 [ 0.0309926 +0.20439512j  0.0309926 -0.20439512j  0.95925565+0.j        ]]",24.36,24.36,8,5.0,5.0,1657.5,1650
407,"[1657.47676111-2.19542578e+01j 1657.47676111+2.19542578e+01j
 1650.04647778-4.29707784e-13j]","[[ 0.96345807+0.j         -0.02206887-0.1695189j   0.00445931-0.19926946j]
 [-0.02206887+0.1695189j   0.96345807+0.j          0.00445931+0.19926946j]
 [ 0.03083225+0.20389761j  0.03083225-0.20389761j  0.95944963+0.j        ]]",24.419999999999998,24.419999999999998,8,5.0,5.0,1657.5,1650
408,"[1657.47688734-2.20210198e+01j 1657.47688734+2.20210198e+01j
 1650.04622532-2.49443537e-13j]","[[ 0.96364881+0.j         -0.02195479-0.16907261j  0.00443598-0.19880571j]
 [-0.02195479+0.16907261j  0.96364881+0.j          0.00443598+0.19880571j]
 [ 0.03067317+0.20340249j  0.03067317-0.20340249j  0.95964224+0.j        ]]",24.48,24.48,8,5.0,5.0,1657.5,1650
409,"[1657.47701251-2.20877426e+01j 1657.47701251+2.20877426e+01j
 1650.04597497-2.07550663e-13j]","[[ 0.96383802+0.j         -0.02184161-0.16862877j  0.00441283-0.19834407j]
 [-0.02184161+0.16862877j  0.96383802+0.j          0.00441283+0.19834407j]
 [ 0.03051534+0.20290976j  0.03051534-0.20290976j  0.95983348+0.j        ]]",24.54,24.54,8,5.0,5.0,1657.5,1650
410,"[1657.47713664-2.21544266e+01j 1657.47713664+2.21544266e+01j
 1650.04572673-1.22470277e-13j]","[[ 0.96402572+0.j         -0.02172933-0.16818734j  0.00438987-0.19788452j]
 [-0.02172933+0.16818734j  0.96402572+0.j          0.00438987+0.19788452j]
 [ 0.03035875+0.20241939j  0.03035875-0.20241939j  0.96002338+0.j        ]]",24.599999999999998,24.599999999999998,8,5.0,5.0,1657.5,1650
411,"[1657.47725972-2.22210721e+01j 1657.47725972+2.22210721e+01j
 1650.04548056-9.83689962e-14j]","[[ 0.96421193+0.j         -0.02161792-0.16774831j  0.0043671 -0.19742705j]
 [-0.02161792+0.16774831j  0.96421193+0.j          0.0043671 +0.19742705j]
 [ 0.03020339+0.20193137j  0.03020339-0.20193137j  0.96021194+0.j        ]]",24.66,24.66,8,5.0,5.0,1657.5,1650
412,"[1657.47738178-2.22876796e+01j 1657.47738178+2.22876796e+01j
 1650.04523643-4.27721458e-13j]","[[ 0.96439666+0.j         -0.02150739-0.16731166j  0.0043445 -0.19697165j]
 [-0.02150739+0.16731166j  0.96439666+0.j          0.0043445 +0.19697165j]
 [ 0.03004924+0.20144568j  0.03004924-0.20144568j  0.96039918+0.j        ]]",24.72,24.72,8,5.0,5.0,1657.5,1650
413,"[1657.47750283-2.23542493e+01j 1657.47750283+2.23542493e+01j
 1650.04499433-1.47031418e-13j]","[[ 0.96457993+0.j         -0.02139773-0.16687737j  0.00432209-0.1965183j ]
 [-0.02139773+0.16687737j  0.96457993+0.j          0.00432209+0.1965183j ]
 [ 0.0298963 +0.2009623j   0.0298963 -0.2009623j   0.96058511+0.j        ]]",24.779999999999998,24.779999999999998,8,5.0,5.0,1657.5,1650
414,"[1657.47762288-2.24207816e+01j 1657.47762288+2.24207816e+01j
 1650.04475424-5.14691830e-14j]","[[ 0.96476176+0.j         -0.02128891-0.16644541j  0.00429985-0.19606699j]
 [-0.02128891+0.16644541j  0.96476176+0.j          0.00429985+0.19606699j]
 [ 0.02974454+0.20048122j  0.02974454-0.20048122j  0.96076974+0.j        ]]",24.84,24.84,8,5.0,5.0,1657.5,1650
415,"[1657.47774194-2.24872767e+01j 1657.47774194+2.24872767e+01j
 1650.04451613-2.23419521e-13j]","[[ 0.96494215+0.j         -0.02118095-0.16601578j  0.00427779-0.1956177j ]
 [-0.02118095+0.16601578j  0.96494215+0.j          0.00427779+0.1956177j ]
 [ 0.02959396+0.20000243j  0.02959396-0.20000243j  0.96095308+0.j        ]]",24.9,24.9,8,5.0,5.0,1657.5,1650
416,"[1657.47786001-2.25537352e+01j 1657.47786001+2.25537352e+01j
 1650.04427997-3.96721398e-14j]","[[ 0.96512113+0.j         -0.02107381-0.16558844j  0.0042559 -0.19517043j]
 [-0.02107381+0.16558844j  0.96512113+0.j          0.0042559 +0.19517043j]
 [ 0.02944455+0.1995259j   0.02944455-0.1995259j   0.96113515+0.j        ]]",24.96,24.96,8,5.0,5.0,1657.5,1650
417,"[1657.47797713-2.26201572e+01j 1657.47797713+2.26201572e+01j
 1650.04404575-2.29147144e-13j]","[[ 0.96529871+0.j         -0.02096751-0.16516338j  0.00423419-0.19472515j]
 [-0.02096751+0.16516338j  0.96529871+0.j          0.00423419+0.19472515j]
 [ 0.02929629+0.19905162j  0.02929629-0.19905162j  0.96131596+0.j        ]]",25.02,25.02,8,5.0,5.0,1657.5,1650
418,"[1657.47809328-2.26865431e+01j 1657.47809328+2.26865431e+01j
 1650.04381344-2.66335855e-13j]","[[ 0.96547491+0.j         -0.02086203-0.16474058j  0.00421264-0.19428186j]
 [-0.02086203+0.16474058j  0.96547491+0.j          0.00421264+0.19428186j]
 [ 0.02914916+0.19857958j  0.02914916-0.19857958j  0.96149552+0.j        ]]",25.08,25.08,8,5.0,5.0,1657.5,1650
419,"[1657.47820848-2.27528933e+01j 1657.47820848+2.27528933e+01j
 1650.04358303+9.91448350e-14j]","[[ 0.96564973+0.j         -0.02075735-0.16432002j  0.00419127-0.19384054j]
 [-0.02075735+0.16432002j  0.96564973+0.j          0.00419127+0.19384054j]
 [ 0.02900317+0.19810976j  0.02900317-0.19810976j  0.96167383+0.j        ]]",25.14,25.14,8,5.0,5.0,1657.5,1650
420,"[1657.47832276-2.28192079e+01j 1657.47832276+2.28192079e+01j
 1650.04335449-1.50942745e-13j]","[[ 0.9658232 +0.j         -0.02065348-0.16390169j  0.00417006-0.19340118j]
 [-0.02065348+0.16390169j  0.9658232 +0.j          0.00417006+0.19340118j]
 [ 0.02885829+0.19764214j  0.02885829-0.19764214j  0.96185092+0.j        ]]",25.2,25.2,8,5.0,5.0,1657.5,1650
421,"[1657.4784361-2.28854875e+01j 1657.4784361+2.28854875e+01j
 1650.0431278-5.77120792e-14j]","[[ 0.96599533+0.j         -0.0205504 -0.16348556j  0.00414901-0.19296376j]
 [-0.0205504 +0.16348556j  0.96599533+0.j          0.00414901+0.19296376j]
 [ 0.02871451+0.19717671j  0.02871451-0.19717671j  0.96202679+0.j        ]]",25.259999999999998,25.259999999999998,8,5.0,5.0,1657.5,1650
422,"[1657.47854853-2.29517321e+01j 1657.47854853+2.29517321e+01j
 1650.04290294-1.39013927e-16j]","[[ 0.96616613+0.j         -0.0204481 -0.16307162j  0.00412813-0.19252828j]
 [-0.0204481 +0.16307162j  0.96616613+0.j          0.00412813+0.19252828j]
 [ 0.02857183+0.19671345j  0.02857183-0.19671345j  0.96220145+0.j        ]]",25.32,25.32,8,5.0,5.0,1657.5,1650
423,"[1657.47866006-2.30179423e+01j 1657.47866006+2.30179423e+01j
 1650.04267989-5.90351019e-14j]","[[ 0.96633562+0.j         -0.02034659-0.16265985j  0.00410741-0.19209472j]
 [-0.02034659+0.16265985j  0.96633562+0.j          0.00410741+0.19209472j]
 [ 0.02843023+0.19625235j  0.02843023-0.19625235j  0.96237492+0.j        ]]",25.38,25.38,8,5.0,5.0,1657.5,1650
424,"[1657.47877069-2.30841182e+01j 1657.47877069+2.30841182e+01j
 1650.04245862-5.33297644e-14j]","[[ 0.96650381+0.j         -0.02024584-0.16225023j  0.00408684-0.19166307j]
 [-0.02024584+0.16225023j  0.96650381+0.j          0.00408684+0.19166307j]
 [ 0.0282897 +0.19579339j  0.0282897 -0.19579339j  0.96254721+0.j        ]]",25.439999999999998,25.439999999999998,8,5.0,5.0,1657.5,1650
425,"[1657.47888043-2.31502601e+01j 1657.47888043+2.31502601e+01j
 1650.04223913+1.08520669e-13j]","[[ 0.96667071+0.j         -0.02014585-0.16184274j  0.00406644-0.19123332j]
 [-0.02014585+0.16184274j  0.96667071+0.j          0.00406644+0.19123332j]
 [ 0.02815023+0.19533656j  0.02815023-0.19533656j  0.96271832+0.j        ]]",25.5,25.5,8,5.0,5.0,1657.5,1650
426,"[1657.4789893 -2.32163684e+01j 1657.4789893 +2.32163684e+01j
 1650.04202139-2.26692805e-13j]","[[ 0.96683634+0.j         -0.02004662-0.16143737j  0.00404619-0.19080545j]
 [-0.02004662+0.16143737j  0.96683634+0.j          0.00404619+0.19080545j]
 [ 0.0280118 +0.19488184j  0.0280118 -0.19488184j  0.96288827+0.j        ]]",25.56,25.56,8,5.0,5.0,1657.5,1650
427,"[1657.47909731-2.32824434e+01j 1657.47909731+2.32824434e+01j
 1650.04180539-9.62937276e-14j]","[[ 0.96700072+0.j         -0.01994813-0.1610341j   0.0040261 -0.19037945j]
 [-0.01994813+0.1610341j   0.96700072+0.j          0.0040261 +0.19037945j]
 [ 0.02787442+0.19442923j  0.02787442-0.19442923j  0.96305707+0.j        ]]",25.619999999999997,25.619999999999997,8,5.0,5.0,1657.5,1650
428,"[1657.47920445-2.33484853e+01j 1657.47920445+2.33484853e+01j
 1650.04159109-1.76353275e-13j]","[[ 0.96716384+0.j         -0.01985038-0.16063291j  0.00400616-0.18995531j]
 [-0.01985038+0.16063291j  0.96716384+0.j          0.00400616+0.18995531j]
 [ 0.02773806+0.19397869j  0.02773806-0.19397869j  0.96322472+0.j        ]]",25.68,25.68,8,5.0,5.0,1657.5,1650
429,"[1657.47931075-2.34144943e+01j 1657.47931075+2.34144943e+01j
 1650.04137849-2.05301554e-13j]","[[ 0.96732573+0.j         -0.01975336-0.16023379j  0.00398637-0.18953302j]
 [-0.01975336+0.16023379j  0.96732573+0.j          0.00398637+0.18953302j]
 [ 0.02760272+0.19353023j  0.02760272-0.19353023j  0.96339124+0.j        ]]",25.74,25.74,8,5.0,5.0,1657.5,1650
430,"[1657.47941622-2.34804709e+01j 1657.47941622+2.34804709e+01j
 1650.04116757-2.01946054e-13j]","[[ 0.96748641+0.j         -0.01965706-0.15983672j  0.00396673-0.18911257j]
 [-0.01965706+0.15983672j  0.96748641+0.j          0.00396673+0.18911257j]
 [ 0.02746839+0.19308383j  0.02746839-0.19308383j  0.96355664+0.j        ]]",25.8,25.8,8,5.0,5.0,1657.5,1650
431,"[1657.47952085-2.35464152e+01j 1657.47952085+2.35464152e+01j
 1650.0409583 -5.04614349e-14j]","[[ 0.96764587+0.j         -0.01956148-0.15944168j  0.00394724-0.18869394j]
 [-0.01956148+0.15944168j  0.96764587+0.j          0.00394724+0.18869394j]
 [ 0.02733505+0.19263947j  0.02733505-0.19263947j  0.96372093+0.j        ]]",25.86,25.86,8,5.0,5.0,1657.5,1650
432,"[1657.47962466-2.36123276e+01j 1657.47962466+2.36123276e+01j
 1650.04075067-7.81181252e-14j]","[[ 0.96780414+0.j         -0.01946661-0.15904865j  0.00392789-0.18827712j]
 [-0.01946661+0.15904865j  0.96780414+0.j          0.00392789+0.18827712j]
 [ 0.0272027 +0.19219713j  0.0272027 -0.19219713j  0.96388412+0.j        ]]",25.919999999999998,25.919999999999998,8,5.0,5.0,1657.5,1650
433,"[1657.47972767-2.36782083e+01j 1657.47972767+2.36782083e+01j
 1650.04054467-3.12159943e-13j]","[[ 0.96796122+0.j         -0.01937244-0.15865763j  0.00390869-0.1878621j ]
 [-0.01937244+0.15865763j  0.96796122+0.j          0.00390869+0.1878621j ]
 [ 0.02707133+0.19175681j  0.02707133-0.19175681j  0.96404622+0.j        ]]",25.98,25.98,8,5.0,5.0,1657.5,1650
434,"[1657.47982986-2.37440575e+01j 1657.47982986+2.37440575e+01j
 1650.04034027-1.98544333e-13j]","[[ 0.96811714+0.j         -0.01927896-0.1582686j   0.00388964-0.18744887j]
 [-0.01927896+0.1582686j   0.96811714+0.j          0.00388964+0.18744887j]
 [ 0.02694092+0.1913185j   0.02694092-0.1913185j   0.96420723+0.j        ]]",26.04,26.04,8,5.0,5.0,1657.5,1650
435,"[1657.47993127-2.38098756e+01j 1657.47993127+2.38098756e+01j
 1650.04013746-8.35066265e-14j]","[[ 0.96827189+0.j         -0.01918617-0.15788153j  0.00387072-0.18703742j]
 [-0.01918617+0.15788153j  0.96827189+0.j          0.00387072+0.18703742j]
 [ 0.02681147+0.19088217j  0.02681147-0.19088217j  0.96436717+0.j        ]]",26.099999999999998,26.099999999999998,8,5.0,5.0,1657.5,1650
436,"[1657.48003189-2.38756628e+01j 1657.48003189+2.38756628e+01j
 1650.03993622-3.98978492e-13j]","[[ 0.9684255 +0.j         -0.01909406-0.15749642j  0.00385195-0.18662774j]
 [-0.01909406+0.15749642j  0.9684255 +0.j          0.00385195+0.18662774j]
 [ 0.02668297+0.19044781j  0.02668297-0.19044781j  0.96452605+0.j        ]]",26.16,26.16,8,5.0,5.0,1657.5,1650
437,"[1657.48013173-2.39414193e+01j 1657.48013173+2.39414193e+01j
 1650.03973654-2.60680506e-13j]","[[ 0.96857797+0.j         -0.01900263-0.15711324j  0.00383332-0.18621981j]
 [-0.01900263+0.15711324j  0.96857797+0.j          0.00383332+0.18621981j]
 [ 0.02655541+0.19001542j  0.02655541-0.19001542j  0.96468387+0.j        ]]",26.22,26.22,8,5.0,5.0,1657.5,1650
438,"[1657.48023081-2.40071455e+01j 1657.48023081+2.40071455e+01j
 1650.03953839-2.62172883e-13j]","[[ 0.96872931+0.j         -0.01891186-0.15673199j  0.00381482-0.18581363j]
 [-0.01891186+0.15673199j  0.96872931+0.j          0.00381482+0.18581363j]
 [ 0.02642877+0.18958497j  0.02642877-0.18958497j  0.96484065+0.j        ]]",26.279999999999998,26.279999999999998,8,5.0,5.0,1657.5,1650
439,"[1657.48032912-2.40728415e+01j 1657.48032912+2.40728415e+01j
 1650.03934176-4.85750217e-13j]","[[ 0.96887955+0.j         -0.01882175-0.15635265j  0.00379647-0.18540918j]
 [-0.01882175+0.15635265j  0.96887955+0.j          0.00379647+0.18540918j]
 [ 0.02630306+0.18915646j  0.02630306-0.18915646j  0.9649964 +0.j        ]]",26.34,26.34,8,5.0,5.0,1657.5,1650
440,"[1657.48042668-2.41385076e+01j 1657.48042668+2.41385076e+01j
 1650.03914664-3.32127570e-13j]","[[ 0.96902867+0.j         -0.0187323 -0.1559752j   0.00377824-0.18500646j]
 [-0.0187323 +0.1559752j   0.96902867+0.j          0.00377824+0.18500646j]
 [ 0.02617825+0.18872987j  0.02617825-0.18872987j  0.96515111+0.j        ]]",26.4,26.4,8,5.0,5.0,1657.5,1650
441,"[1657.48052349-2.42041441e+01j 1657.48052349+2.42041441e+01j
 1650.03895302-1.14272949e-14j]","[[ 0.96917671+0.j         -0.01864349-0.15559964j  0.00376015-0.18460544j]
 [-0.01864349+0.15559964j  0.96917671+0.j          0.00376015+0.18460544j]
 [ 0.02605435+0.18830519j  0.02605435-0.18830519j  0.96530481+0.j        ]]",26.459999999999997,26.459999999999997,8,5.0,5.0,1657.5,1650
442,"[1657.48061957-2.42697511e+01j 1657.48061957+2.42697511e+01j
 1650.03876086-8.05505649e-14j]","[[ 0.96932367+0.j         -0.01855533-0.15522593j  0.0037422 -0.18420613j]
 [-0.01855533+0.15522593j  0.96932367+0.j          0.0037422 +0.18420613j]
 [ 0.02593134+0.18788241j  0.02593134-0.18788241j  0.96545751+0.j        ]]",26.52,26.52,8,5.0,5.0,1657.5,1650
443,"[1657.48071492-2.43353290e+01j 1657.48071492+2.43353290e+01j
 1650.03857017-2.92773391e-13j]","[[ 0.96946956+0.j         -0.0184678 -0.15485408j  0.00372437-0.18380851j]
 [-0.0184678 +0.15485408j  0.96946956+0.j          0.00372437+0.18380851j]
 [ 0.02580921+0.18746151j  0.02580921-0.18746151j  0.9656092 +0.j        ]]",26.58,26.58,8,5.0,5.0,1657.5,1650
