,eigVal,eigVec,Gain,Loss,Coupling bt. bands,Coupling bt. band1 and exciton,Coupling bt. band2 and exciton,Ecm,XC
126,"[1665.1483167 -2.27373675e-13j 1649.92584165-1.28251664e+00j
 1649.92584165+1.28251664e+00j]","[[ 0.65186803+0.j         -0.18984884-0.55386644j  0.17953017-0.3754124j ]
 [ 0.40515468+0.51066781j  0.17953017+0.3754124j  -0.18984884+0.55386644j]
 [ 0.34889114+0.16855596j  0.69571822+0.j          0.69571822+0.j        ]]",7.56,7.56,8,5.0,5.0,1657.5,1650
127,"[1665.08896828-3.12638804e-13j 1649.95551586-1.28641391e+00j
 1649.95551586+1.28641391e+00j]","[[ 0.65170248+0.j         -0.18617815-0.55476711j  0.17998886-0.37578204j]
 [ 0.40033625+0.51424411j  0.17998886+0.37578204j -0.18617815+0.55476711j]
 [ 0.34861188+0.170404j    0.69567451+0.j          0.69567451+0.j        ]]",7.62,7.62,8,5.0,5.0,1657.5,1650
128,"[1665.02868419-2.84217094e-13j 1649.98565791-1.28968210e+00j
 1649.98565791+1.28968210e+00j]","[[ 0.65153328+0.j         -0.18239642-0.55564813j  0.18040106-0.37621988j]
 [ 0.39544448+0.51780235j  0.18040106+0.37621988j -0.18239642+0.55564813j]
 [ 0.34832649+0.17227135j  0.69562976+0.j          0.69562976+0.j        ]]",7.68,7.68,8,5.0,5.0,1657.5,1650
129,"[1664.96744214-4.26325641e-13j 1650.01627893-1.29229527e+00j
 1650.01627893+1.29229527e+00j]","[[ 0.65136033+0.j         -0.17850179-0.55650715j  0.18076646-0.37672718j]
 [ 0.39047772+0.52134195j  0.18076646+0.37672718j -0.17850179+0.55650715j]
 [ 0.34803477+0.17415867j  0.69558394+0.j          0.69558394+0.j        ]]",7.739999999999999,7.739999999999999,8,5.0,5.0,1657.5,1650
130,"[1664.90521876-3.97903932e-13j 1650.04739062-1.29422526e+00j
 1650.04739062+1.29422526e+00j]","[[ 0.65118349+0.j         -0.17449219-0.5573417j   0.18108458-0.37730538j]
 [ 0.38543422+0.52486227j  0.18108458+0.37730538j -0.17449219+0.5573417j ]
 [ 0.3477365 +0.17606661j  0.69553701+0.j          0.69553701+0.j        ]]",7.8,7.8,8,5.0,5.0,1657.5,1650
131,"[1664.84198953-3.41060513e-13j 1650.07900523-1.29544142e+00j
 1650.07900523+1.29544142e+00j]","[[ 0.65100263+0.j         -0.1703653 -0.55814913j  0.18135475-0.3779561j ]
 [ 0.38031216+0.52836265j  0.18135475+0.3779561j  -0.1703653 +0.55814913j]
 [ 0.34743145+0.1779959j   0.69548893+0.j          0.69548893+0.j        ]]",7.859999999999999,7.859999999999999,8,5.0,5.0,1657.5,1650
132,"[1664.77772869-5.11590770e-13j 1650.11113565-1.29591042e+00j
 1650.11113565+1.29591042e+00j]","[[ 0.6508176 +0.j         -0.16611852-0.55892666j  0.18157615-0.37868116j]
 [ 0.37510963+0.53184239j  0.18157615+0.37868116j -0.16611852+0.55892666j]
 [ 0.34711939+0.17994727j  0.69543965+0.j          0.69543965+0.j        ]]",7.92,7.92,8,5.0,5.0,1657.5,1650
133,"[1664.71240916-7.95807864e-13j 1650.14379542-1.29559589e+00j
 1650.14379542+1.29559589e+00j]","[[ 0.65062827+0.j         -0.16174897-0.55967127j  0.18174773-0.37948261j]
 [ 0.36982462+0.53530075j  0.18174773+0.37948261j -0.16174897+0.55967127j]
 [ 0.34680006+0.18192151j  0.69538913+0.j          0.69538913+0.j        ]]",7.9799999999999995,7.9799999999999995,8,5.0,5.0,1657.5,1650
134,"[1664.64600241-2.55795385e-13j 1650.1769988 -1.29445813e+00j
 1650.1769988 +1.29445813e+00j]","[[ 0.65043445+0.j         -0.15725344-0.56037977j  0.18186821-0.38036276j]
 [ 0.36445502+0.53873696j  0.18186821+0.38036276j -0.15725344+0.56037977j]
 [ 0.3464732 +0.18391946j  0.69533732+0.j          0.69533732+0.j        ]]",8.04,8.04,8,5.0,5.0,1657.5,1650
135,"[1664.57847841-5.11590770e-13j 1650.21076079-1.29245367e+00j
 1650.21076079+1.29245367e+00j]","[[ 0.650236  +0.j         -0.15262837-0.56104869j  0.1819361 -0.38132417j]
 [ 0.35899861+0.54215021j  0.1819361 +0.38132417j -0.15262837+0.56104869j]
 [ 0.34613852+0.18594197j  0.69528417+0.j          0.69528417+0.j        ]]",8.1,8.1,8,5.0,5.0,1657.5,1650
136,"[1664.50980547+1.42108547e-13j 1650.24509726-1.28953485e+00j
 1650.24509726+1.28953485e+00j]","[[ 0.65003272+0.j         -0.14786983-0.5616743j   0.18194961-0.38236974j]
 [ 0.35345303+0.54553963j  0.18194961+0.38236974j -0.14786983+0.5616743j ]
 [ 0.34579573+0.18798999j  0.69522962+0.j          0.69522962+0.j        ]]",8.16,8.16,8,5.0,5.0,1657.5,1650
137,"[1664.43995014-5.68434189e-13j 1650.28002493-1.28564923e+00j
 1650.28002493+1.28564923e+00j]","[[ 0.64982444+0.j         -0.14297345-0.56225255j  0.18190664-0.38350267j]
 [ 0.34781583+0.54890431j  0.18190664+0.38350267j -0.14297345+0.56225255j]
 [ 0.3454445 +0.19006448j  0.69517361+0.j          0.69517361+0.j        ]]",8.219999999999999,8.219999999999999,8,5.0,5.0,1657.5,1650
138,"[1664.36887702-1.08002496e-12j 1650.31556149-1.28073903e+00j
 1650.31556149+1.28073903e+00j]","[[ 0.64961094+0.j         -0.13793438-0.56277903j  0.18180476-0.38472658j]
 [ 0.3420844 +0.55224328j  0.18180476+0.38472658j -0.13793438+0.56277903j]
 [ 0.34508449+0.19216647j  0.69511607+0.j          0.69511607+0.j        ]]",8.28,8.28,8,5.0,5.0,1657.5,1650
139,"[1664.29654867+6.82121026e-13j 1650.35172567-1.27474031e+00j
 1650.35172567+1.27474031e+00j]","[[ 0.33625596-0.5555555j  -0.13274725-0.56324894j  0.18164113-0.38604551j]
 [ 0.64939201+0.j          0.18164113+0.38604551j -0.13274725+0.56324894j]
 [ 0.34471535-0.19429707j  0.69505695+0.j          0.69505695+0.j        ]]",8.34,8.34,8,5.0,5.0,1657.5,1650
140,"[1664.22292537-5.68434189e-14j 1650.38853731-1.26758209e+00j
 1650.38853731+1.26758209e+00j]","[[ 0.64916743+0.j         -0.12740606-0.56365696j  0.18141245-0.38746402j]
 [ 0.33032759+0.5588399j   0.18141245+0.38746402j -0.12740606+0.56365696j]
 [ 0.3443367 +0.19645744j  0.69499617+0.j          0.69499617+0.j        ]]",8.4,8.4,8,5.0,5.0,1657.5,1650
141,"[1664.147965 +1.13686838e-13j 1650.4260175-1.25918532e+00j
 1650.4260175+1.25918532e+00j]","[[ 0.64893696+0.j         -0.12190413-0.56399728j  0.18111491-0.38898723j]
 [ 0.3242962 +0.56209532j  0.18111491+0.38898723j -0.12190413+0.56399728j]
 [ 0.34394811+0.19864882j  0.69493365+0.j          0.69493365+0.j        ]]",8.459999999999999,8.459999999999999,8,5.0,5.0,1657.5,1650
142,"[1664.07162272+1.13686838e-13j 1650.46418864-1.24946154e+00j
 1650.46418864+1.24946154e+00j]","[[ 0.3181585 -0.5653205j  -0.11623398-0.5642634j   0.18074407-0.3906209j ]
 [ 0.64870032+0.j          0.18074407+0.3906209j  -0.11623398+0.5642634j ]
 [ 0.34354915-0.20087253j  0.69486932+0.j          0.69486932+0.j        ]]",8.52,8.52,8,5.0,5.0,1657.5,1650
143,"[1663.99385086+5.68434189e-14j 1650.50307457-1.23831132e+00j
 1650.50307457+1.23831132e+00j]","[[ 0.64845724+0.j         -0.1103872 -0.56444812j  0.18029475-0.39237162j]
 [ 0.31191097+0.56851415j  0.18029475+0.39237162j -0.1103872 +0.56444812j]
 [ 0.34313936+0.20312999j  0.69480307+0.j          0.69480307+0.j        ]]",8.58,8.58,8,5.0,5.0,1657.5,1650
144,"[1663.91459852-1.98951966e-13j 1650.54270074-1.22562233e+00j
 1650.54270074+1.22562233e+00j]","[[ 0.64820743+0.j         -0.10435431-0.56454332j  0.17976093-0.39424682j]
 [ 0.3055499 +0.57167484j  0.17976093+0.39424682j -0.10435431+0.56454332j]
 [ 0.34271823+0.20542269j  0.69473482+0.j          0.69473482+0.j        ]]",8.64,8.64,8,5.0,5.0,1657.5,1650
145,"[1663.83381137-1.27897692e-12j 1650.58309432-1.21126689e+00j
 1650.58309432+1.21126689e+00j]","[[ 0.64795055+0.j         -0.09812455-0.56453986j  0.17913553-0.39625504j]
 [ 0.2990713 +0.57480107j  0.17913553+0.39625504j -0.09812455+0.56453986j]
 [ 0.34228523+0.20775224j  0.69466447+0.j          0.69466447+0.j        ]]",8.7,8.7,8,5.0,5.0,1657.5,1650
146,"[1663.75143124-3.41060513e-13j 1650.62428438-1.19509899e+00j
 1650.62428438+1.19509899e+00j]","[[ 0.64768627+0.j         -0.09168565-0.56442732j  0.17841023-0.39840611j]
 [ 0.29247092+0.57789122j  0.17841023+0.39840611j -0.09168565+0.56442732j]
 [ 0.34183976+0.21012039j  0.6945919 +0.j          0.6945919 +0.j        ]]",8.76,8.76,8,5.0,5.0,1657.5,1650
147,"[1663.66739578+1.70530257e-13j 1650.66630211-1.17695038e+00j
 1650.66630211+1.17695038e+00j]","[[ 0.6474142 +0.j         -0.0850235 -0.56419378j  0.17757513-0.40071137j]
 [ 0.2857442 +0.58094355j  0.17757513+0.40071137j -0.0850235 +0.56419378j]
 [ 0.3413812 +0.21252898j  0.69451699+0.j          0.69451699+0.j        ]]",8.82,8.82,8,5.0,5.0,1657.5,1650
148,"[1663.58163798-7.67386155e-13j 1650.70918101-1.15662562e+00j
 1650.70918101+1.15662562e+00j]","[[ 0.64713396+0.j         -0.07812177-0.56382543j  0.17661844-0.4031841j ]
 [ 0.27888625+0.58395618j  0.17661844+0.4031841j  -0.07812177+0.56382543j]
 [ 0.34090889+0.21498003j  0.69443962+0.j          0.69443962+0.j        ]]",8.879999999999999,8.879999999999999,8,5.0,5.0,1657.5,1650
149,"[1663.49408571-8.81072992e-13j 1650.75295715-1.13389551e+00j
 1650.75295715+1.13389551e+00j]","[[ 0.64684509+0.j         -0.07096133-0.56330614j  0.17552595-0.40583989j]
 [ 0.27189182+0.58692709j  0.17552595+0.40583989j -0.07096133+0.56330614j]
 [ 0.34042207+0.21747568j  0.69435964+0.j          0.69435964+0.j        ]]",8.94,8.94,8,5.0,5.0,1657.5,1650
150,"[1663.40466112+9.09494702e-13j 1650.79766944-1.10848832e+00j
 1650.79766944+1.10848832e+00j]","[[ 0.26475524-0.5898541j  -0.06351962-0.56261686j  0.17428032-0.40869729j]
 [ 0.64654713+0.j          0.17428032+0.40869729j -0.06351962+0.56261686j]
 [ 0.33991996-0.22001828j  0.6942769 +0.j          0.6942769 +0.j        ]]",9.0,9.0,8,5.0,5.0,1657.5,1650
151,"[1663.31327999+5.96855898e-13j 1650.84336   -1.08007785e+00j
 1650.84336   +1.08007785e+00j]","[[ 0.25747038-0.59273482j -0.05576958-0.56173478j  0.1728602 -0.41177866j]
 [ 0.64623955+0.j          0.1728602 +0.41177866j -0.05576958+0.56173478j]
 [ 0.33940169-0.22261036j  0.69419124+0.j          0.69419124+0.j        ]]",9.06,9.06,8,5.0,5.0,1657.5,1650
152,"[1663.219851 -1.98951966e-13j 1650.8900745+1.04826658e+00j
 1650.8900745-1.04826658e+00j]","[[ 0.6459218 +0.j          0.17123889-0.41511128j -0.04767831-0.56063216j]
 [ 0.25003062+0.59556668j -0.04767831+0.56063216j  0.17123889+0.41511128j]
 [ 0.33886631+0.22525469j  0.69410246+0.j          0.69410246+0.j        ]]",9.12,9.12,8,5.0,5.0,1657.5,1650
153,"[1663.12427481-9.09494702e-13j 1650.93786259+1.01256156e+00j
 1650.93786259-1.01256156e+00j]","[[ 0.64559326+0.j          0.16938235-0.41872904j -0.03920507-0.55927469j]
 [ 0.24242875+0.59834686j -0.03920507+0.55927469j  0.16938235+0.41872904j]
 [ 0.33831279+0.22795425j  0.69401037+0.j          0.69401037+0.j        ]]",9.18,9.18,8,5.0,5.0,1657.5,1650
154,"[1663.02644308-2.27373675e-13j 1650.98677846+9.72338130e-01j
 1650.98677846-9.72338130e-01j]","[[ 0.64525325+0.j          0.16724629-0.42267498j -0.03029827-0.55761893j]
 [ 0.23465692+0.60107228j -0.03029827+0.55761893j  0.16724629+0.42267498j]
 [ 0.33774   +0.23071236j  0.69391475+0.j          0.69391475+0.j        ]]",9.24,9.24,8,5.0,5.0,1657.5,1650
155,"[1662.92623726-7.67386155e-13j 1651.03688137+9.26783613e-01j
 1651.03688137-9.26783613e-01j]","[[ 0.64490102+0.j          0.16477155-0.42700514j -0.02089071-0.55560848j]
 [ 0.22670657+0.60373956j -0.02089071+0.55560848j  0.16477155+0.42700514j]
 [ 0.33714668+0.2335326j   0.69381535+0.j          0.69381535+0.j        ]]",9.299999999999999,9.299999999999999,8,5.0,5.0,1657.5,1650
156,"[1662.82352718-1.05160325e-12j 1651.08823641+8.74804629e-01j
 1651.08823641-8.74804629e-01j]","[[ 0.64453575+0.j          0.16187631-0.43179503j -0.0108918 -0.5531675j ]
 [ 0.21856829+0.60634498j -0.0108918 +0.5531675j   0.16187631+0.43179503j]
 [ 0.33653145+0.23641895j  0.6937119 +0.j          0.6937119 +0.j        ]]",9.36,9.36,8,5.0,5.0,1657.5,1650
157,"[1662.71816938-4.68958206e-13j 1651.14091531+8.14864380e-01j
 1651.14091531-8.14864380e-01j]","[[ 6.44156525e-01+0.j          1.58442425e-01-0.43715084j
  -1.73719054e-04-0.55018949j]
 [ 2.10231741e-01+0.60888443j -1.73719054e-04+0.55018949j
   1.58442425e-01+0.43715084j]
 [ 3.35892785e-01+0.23937581j  6.93604094e-01+0.j
   6.93604094e-01+0.j        ]]",9.42,9.42,8,5.0,5.0,1657.5,1650
158,"[1662.61000516-1.42108547e-13j 1651.19499742+7.44670318e-01j
 1651.19499742-7.44670318e-01j]","[[0.64376233+0.j         0.15428877-0.44323111j 0.01145537-0.54651563j]
 [0.20168549+0.61135333j 0.01145537+0.54651563j 0.15428877+0.44323111j]
 [0.33522898+0.24240804j 0.6934916 +0.j         0.6934916 +0.j        ]]",9.48,9.48,8,5.0,5.0,1657.5,1650
159,"[1662.49885814-1.26476607e-12j 1651.25057093+6.60496075e-01j
 1651.25057093-6.60496075e-01j]","[[0.64335202+0.j         0.14911278-0.4502937j  0.0243099 -0.54188786j]
 [0.19291687+0.61374662j 0.0243099 +0.54188786j 0.14911278+0.4502937j ]
 [0.33453812+0.24552107j 0.69337403+0.j         0.69337403+0.j        ]]",9.54,9.54,8,5.0,5.0,1657.5,1650
160,"[1662.38453142+1.13686838e-13j 1651.30773429+5.55408189e-01j
 1651.30773429-5.55408189e-01j]","[[0.18391172-0.61605857j 0.14233614-0.45881856j 0.03898146-0.53582601j]
 [0.64292432+0.j         0.03898146+0.53582601j 0.14233614+0.45881856j]
 [0.33381806-0.24872099j 0.69325096+0.j         0.69325096+0.j        ]]",9.6,9.6,8,5.0,5.0,1657.5,1650
161,"[1662.26680403-1.05870868e-12j 1651.36659799+4.12832415e-01j
 1651.36659799-4.12832415e-01j]","[[0.64247779+0.j         0.13253902-0.4699535j  0.05690478-0.52718213j]
 [0.17465422+0.61828279j 0.05690478+0.52718213j 0.13253902+0.4699535j ]
 [0.33306638+0.25201462j 0.6931219 +0.j         0.6931219 +0.j        ]]",9.66,9.66,8,5.0,5.0,1657.5,1650
162,"[1662.14542657-1.01962883e-12j 1651.42728672+1.45741560e-01j
 1651.42728672-1.45741560e-01j]","[[0.64201077+0.j         0.11204841-0.48972764j 0.08576962-0.50992702j]
 [0.16512652+0.62041201j 0.08576962+0.50992702j 0.11204841+0.48972764j]
 [0.33228034+0.25540972j 0.6929863 +0.j         0.6929863 +0.j        ]]",9.719999999999999,9.719999999999999,8,5.0,5.0,1657.5,1650
163,"[1662.0201158 -9.18586388e-13j 1651.86421554+7.64767522e-12j
 1651.11566866-6.55091477e-12j]","[[0.64152138+0.j         0.12403596-0.5130969j  0.08016111-0.48523295j]
 [0.15530838+0.62243794j 0.12403596+0.5130969j  0.08016111+0.48523295j]
 [0.33145678+0.25891512j 0.66535202+0.j         0.71850286+0.j        ]]",9.78,9.78,8,5.0,5.0,1657.5,1650
164,"[1661.89054784-1.56127888e-12j 1652.11567422+5.99140005e-12j
 1650.99377793-4.84204226e-12j]","[[0.64100747+0.j         0.1378225 -0.51847946j 0.07253964-0.47784217j]
 [0.1451767 +0.6243511j  0.1378225 +0.51847946j 0.07253964+0.47784217j]
 [0.33059207+0.26254093j 0.65143535+0.j         0.72993816+0.j        ]]",9.84,9.84,8,5.0,5.0,1657.5,1650
165,"[1661.75634943-4.55024907e-13j 1652.33161878+3.68367013e-12j
 1650.91203179-3.57935665e-12j]","[[0.6404665 +0.j         0.14933415-0.52210704j 0.06733831-0.47212056j]
 [0.13470489+0.62614051j 0.14933415+0.52210704j 0.06733831+0.47212056j]
 [0.32968202+0.26629887j 0.64047413+0.j         0.73833289+0.j        ]]",9.9,9.9,8,5.0,5.0,1657.5,1650
166,"[1661.61708666-1.21425092e-12j 1652.53349178+2.87344731e-12j
 1650.84942156-1.62555296e-12j]","[[0.63989555+0.j         0.15984054-0.52481164j 0.06330212-0.46722914j]
 [0.12386212+0.62779335j 0.15984054+0.52481164j 0.06330212+0.46722914j]
 [0.32872169+0.27020257j 0.63091005+0.j         0.74523792+0.j        ]]",9.959999999999999,9.959999999999999,8,5.0,5.0,1657.5,1650
167,"[1661.47225017-5.52335955e-13j 1652.72931951-6.93112275e-13j
 1650.79843032+1.24827660e-12j]","[[0.63929111+0.j         0.16981066-0.52689206j 0.05997931-0.46286094j]
 [0.11261224+0.62929453j 0.16981066+0.52689206j 0.05997931+0.46286094j]
 [0.32770526+0.27426814j 0.62217216+0.j         0.75121533+0.j        ]]",10.02,10.02,8,5.0,5.0,1657.5,1650
168,"[1661.32123535-1.24789068e-12j 1652.92339698+5.59097488e-12j
 1650.75536768-3.96861506e-12j]","[[0.63864903+0.j         0.17948799-0.52849229j 0.05714691-0.45886227j]
 [0.10091242+0.63062609j 0.17948799+0.52849229j 0.05714691+0.45886227j]
 [0.32662577+0.2785147j  0.61397062+0.j         0.75654431+0.j        ]]",10.08,10.08,8,5.0,5.0,1657.5,1650
169,"[1661.16331518-5.97299987e-13j 1653.11857551+1.87605991e-12j
 1650.71810931-1.50547375e-12j]","[[0.63796425+0.j         0.18902623-0.52969074j 0.05467593-0.45514304j]
 [0.08871127+0.63176633j 0.18902623+0.52969074j 0.05467593+0.45514304j]
 [0.32547478+0.28296537j 0.60613003+0.j         0.76138735+0.j        ]]",10.139999999999999,10.139999999999999,8,5.0,5.0,1657.5,1650
170,"[1660.99760243+1.09157128e-12j 1653.31709158-1.37791450e-12j
 1650.685306  +9.55550207e-13j]","[[0.07594619-0.63268867j 0.19853792-0.53053137j 0.05248408-0.45164504j]
 [0.63723055+0.j         0.19853792+0.53053137j 0.05248408+0.45164504j]
 [0.32424192-0.28764845j 0.59853013+0.j         0.76584878+0.j        ]]",10.2,10.2,8,5.0,5.0,1657.5,1650
171,"[1660.82299513+7.12319093e-13j 1653.52096388-6.75921640e-13j
 1650.65604099+3.22841652e-13j]","[[0.06253958-0.63335998j 0.2081169 -0.53103669j 0.05051517-0.44832808j]
 [0.63644015+0.j         0.2081169 +0.53103669j 0.05051517+0.44832808j]
 [0.32291418-0.29259922j 0.59107933+0.j         0.7700002 +0.j        ]]",10.26,10.26,8,5.0,5.0,1657.5,1650
172,"[1660.63809571-9.92983473e-13j 1653.73224439+1.33671898e-12j
 1650.62965991-4.65756872e-13j]","[[0.63558309+0.j         0.21785127-0.53121344j 0.04872895-0.44516302j]
 [0.04839321+0.63373809j 0.21785127+0.53121344j 0.04872895+0.44516302j]
 [0.32147497+0.29786256j 0.58370044+0.j         0.77389324+0.j        ]]",10.32,10.32,8,5.0,5.0,1657.5,1650
173,"[1660.44108601+1.12621024e-12j 1653.95323632-5.42125704e-13j
 1650.60567766-4.05459573e-13j]","[[ 0.03337961-0.6337679j   0.57786408+0.j          0.04709547-0.44212794j]
 [ 0.63464631+0.j         -0.39820913+0.41875575j  0.04709547+0.44212794j]
 [ 0.31990251-0.30349711j  0.22722515+0.52963662j  0.77756659+0.j        ]]",10.379999999999999,10.379999999999999,8,5.0,5.0,1657.5,1650
174,"[1660.22952492-1.80655491e-12j 1654.18675131+2.69463727e-12j
 1650.58372377-1.04031899e-12j]","[[ 0.63361211+0.j         -0.38646173-0.43456034j  0.04559175-0.43920588j]
 [ 0.01732795+0.63337513j  0.58154566+0.j          0.04559175+0.43920588j]
 [ 0.3181673 +0.30958189j  0.23297769-0.5189708j   0.78105005+0.j        ]]",10.44,10.44,8,5.0,5.0,1657.5,1650
175,"[1660.        -1.71596071e-12j 1654.43649167+2.27289509e-12j
 1650.56350833-1.10066165e-12j]","[[ 6.32455532e-01+0.j         -3.73354362e-01-0.45067305j
   4.41997451e-02-0.43638335j]
 [-3.71924713e-14+0.63245553j  5.85234720e-01+0.j
   4.41997451e-02+0.43638335j]
 [ 3.16227766e-01+0.31622777j  2.38792692e-01-0.50791603j
   7.84367205e-01+0.j        ]]",10.5,10.5,8,5.0,5.0,1657.5,1650
176,"[1659.74747981-4.02877731e-12j 1654.7077203 +4.90752068e-12j
 1650.54479989-1.29223778e-12j]","[[ 0.63113941+0.j         -0.35854174-0.46727611j  0.04290501-0.43364946j]
 [-0.01895466+0.63085472j  0.58898144+0.j          0.04290501+0.43364946j]
 [ 0.31402207+0.32359888j  0.2447466 -0.49628703j  0.78753706+0.j        ]]",10.559999999999999,10.559999999999999,8,5.0,5.0,1657.5,1650
177,"[1659.46397461-8.45545856e-13j 1655.00861485+1.65666699e-12j
 1650.52741054-7.39157021e-13j]","[[ 0.62960416+0.j         -0.34147319-0.48463843j  0.04169577-0.43099525j]
 [-0.04009111+0.62832643j  0.59285609+0.j          0.04169577+0.43099525j]
 [ 0.31145109+0.33195695j  0.25095053-0.48380485j  0.79057518+0.j        ]]",10.62,10.62,8,5.0,5.0,1657.5,1650
178,"[1659.13530866-2.55795385e-12j 1655.35350587+3.27361489e-12j
 1650.51118547-4.62563958e-13j]","[[ 0.62774299+0.j         -0.32117026-0.50321769j  0.04056229-0.42841324j]
 [-0.06439164+0.62443173j  0.59697435+0.j          0.04056229+0.42841324j]
 [ 0.30833734+0.34176827j  0.25759203-0.46998892j  0.79349455+0.j        ]]",10.68,10.68,8,5.0,5.0,1657.5,1650
179,"[1658.73114316-3.82271992e-12j 1655.77286129+5.03702635e-12j
 1650.49599555-8.81484893e-13j]","[[ 0.62532484+0.j         -0.29553998-0.52397359j  0.03949643-0.42589711j]
 [-0.09395261+0.61822655j  0.60157477+0.j          0.03949643+0.42589711j]
 [ 0.30429706+0.35403528j  0.26506335-0.45382486j  0.79630608+0.j        ]]",10.74,10.74,8,5.0,5.0,1657.5,1650
180,"[1658.15296846-6.28119778e-12j 1656.36529966+6.86883883e-12j
 1650.48173189-8.83925877e-13j]","[[ 0.62159011+0.j         -0.25780039-0.55000186j  0.0384913 -0.42344148j]
 [-0.13555895+0.60662842j  0.60742332+0.j          0.0384913 +0.42344148j]
 [ 0.29807006+0.37202917j  0.27463194-0.43203139j  0.79901907+0.j        ]]",10.799999999999999,10.799999999999999,8,5.0,5.0,1657.5,1650
181,"[1657.26584911-7.69296161e-01j 1657.26584911+7.69296161e-01j
 1650.46830178+9.57654710e-14j]","[[ 0.64382511+0.j         -0.18779636-0.55534289j  0.03754101-0.42104169j]
 [-0.18779636+0.55534289j  0.64382511+0.j          0.03754101+0.42104169j]
 [ 0.27032373+0.41078109j  0.27032373-0.41078109j  0.80164152+0.j        ]]",10.86,10.86,8,5.0,5.0,1657.5,1650
182,"[1657.27218719-1.40886618e+00j 1657.27218719+1.40886618e+00j
 1650.45562561-1.31457803e-12j]","[[ 0.66731768+0.j         -0.17861903-0.5332833j   0.03664052-0.41869373j]
 [-0.17861903+0.5332833j   0.66731768+0.j          0.03664052+0.41869373j]
 [ 0.25538574+0.41613627j  0.25538574-0.41613627j  0.80418037+0.j        ]]",10.92,10.92,8,5.0,5.0,1657.5,1650
183,"[1657.27818274-1.83868155e+00j 1657.27818274+1.83868155e+00j
 1650.44363451-1.73834804e-13j]","[[ 0.68278489+0.j         -0.17213834-0.51875453j  0.03578541-0.41639405j]
 [-0.17213834+0.51875453j  0.68278489+0.j          0.03578541+0.41639405j]
 [ 0.24513065+0.41830358j  0.24513065-0.41830358j  0.80664168+0.j        ]]",10.98,10.98,8,5.0,5.0,1657.5,1650
184,"[1657.28386577-2.18625902e+00j 1657.28386577+2.18625902e+00j
 1650.43226847-1.18841646e-12j]","[[ 0.69505173+0.j         -0.16677673-0.50719988j  0.03497185-0.41413953j]
 [-0.16677673+0.50719988j  0.69505173+0.j          0.03497185+0.41413953j]
 [ 0.23679787+0.41924178j  0.23679787-0.41924178j  0.8090308 +0.j        ]]",11.04,11.04,8,5.0,5.0,1657.5,1650
185,"[1657.28926257-2.48639685e+00j 1657.28926257+2.48639685e+00j
 1650.42147487-5.68153815e-13j]","[[ 0.70544451+0.j         -0.1620934 -0.49737106j  0.03419647-0.41192743j]
 [-0.1620934 +0.49737106j  0.70544451+0.j          0.03419647+0.41192743j]
 [ 0.22961673+0.41949012j  0.22961673-0.41949012j  0.81135244+0.j        ]]",11.1,11.1,8,5.0,5.0,1657.5,1650
186,"[1657.29439633-2.75469846e+00j 1657.29439633+2.75469846e+00j
 1650.41120733-8.97072514e-13j]","[[ 0.71456212+0.j         -0.15788601-0.48870671j  0.03345627-0.40975528j]
 [-0.15788601+0.48870671j  0.71456212+0.j          0.03345627+0.40975528j]
 [ 0.2232343 +0.41929128j  0.2232343 -0.41929128j  0.81361083+0.j        ]]",11.16,11.16,8,5.0,5.0,1657.5,1650
187,"[1657.29928762-2.99976176e+00j 1657.29928762+2.99976176e+00j
 1650.40142477-2.46589894e-12j]","[[ 0.72273687+0.j         -0.15404034-0.48089678j  0.03274862-0.40762087j]
 [-0.15404034+0.48089678j  0.72273687+0.j          0.03274862+0.40762087j]
 [ 0.2174521 +0.418779j    0.2174521 -0.418779j    0.81580972+0.j        ]]",11.219999999999999,11.219999999999999,8,5.0,5.0,1657.5,1650
188,"[1657.30395471-3.22692143e+00j 1657.30395471+3.22692143e+00j
 1650.39209058-9.59719701e-13j]","[[ 0.73017641+0.j         -0.15048377-0.4737485j   0.03207115-0.40552222j]
 [-0.15048377+0.4737485j   0.73017641+0.j          0.03207115+0.40552222j]
 [ 0.2121445 +0.41803602j  0.2121445 -0.41803602j  0.81795253+0.j        ]]",11.28,11.28,8,5.0,5.0,1657.5,1650
189,"[1657.30841397-3.43975655e+00j 1657.30841397+3.43975655e+00j
 1650.38317206-5.83633854e-13j]","[[ 0.73702105+0.j         -0.14716639-0.46713229j  0.03142173-0.40345753j]
 [-0.14716639+0.46713229j  0.73702105+0.j          0.03142173+0.40345753j]
 [ 0.20722563+0.41711748j  0.20722563-0.41711748j  0.82004231+0.j        ]]",11.34,11.34,8,5.0,5.0,1657.5,1650
190,"[1657.31268008-3.64080588e+00j 1657.31268008+3.64080588e+00j
 1650.37463984+2.88019514e-13j]","[[ 0.743371  +0.j         -0.14405194-0.46095612j  0.03079846-0.40142518j]
 [-0.14405194+0.46095612j  0.743371  +0.j          0.03079846+0.40142518j]
 [ 0.20263346+0.41606219j  0.20263346-0.41606219j  0.82208185+0.j        ]]",11.4,11.4,8,5.0,5.0,1657.5,1650
